Approved symbol	Approved name	Previous symbols	Alias symbols	RefSeq IDs	NCBI Gene ID	NCBI Gene ID(supplied by NCBI)	RefSeq(supplied by NCBI)
RNA5S15	RNA, 5S ribosomal 15	RN5S15		NR_023377	100169766	100169766	NR_023377
RNA5S16	RNA, 5S ribosomal 16	RN5S16		NR_023378	100169767	100169767	NR_023378
RNA5S17	RNA, 5S ribosomal 17	RN5S17		NR_023379	100169768	100169768	NR_023379
RNA5SP18	RNA, 5S ribosomal pseudogene 18	RN5S18			100873273	100873273	NG_033349
RNA5SP19	RNA, 5S ribosomal pseudogene 19	RN5S19			100873274	100873274	NG_033351
RNA5SP20	RNA, 5S ribosomal pseudogene 20	RN5S20			100873275	100873275	NG_033353
RNA5SP21	RNA, 5S ribosomal pseudogene 21	RN5S21			100873276	100873276	NG_033355
RNA5SP22	RNA, 5S ribosomal pseudogene 22	RN5S22			100873277	100873277	NG_033357
RNA5SP23	RNA, 5S ribosomal pseudogene 23	RN5S23			100873278	100873278	NG_033359
RNA5SP24	RNA, 5S ribosomal pseudogene 24	RN5S24			100873356	100873356	NG_033495
RNA5SP25	RNA, 5S ribosomal pseudogene 25	RN5S25			100873357	100873357	NG_033497
RNA5SP26	RNA, 5S ribosomal pseudogene 26	RN5S26			100873358	100873358	NG_047019
RNA5SP27	RNA, 5S ribosomal pseudogene 27	RN5S27			100873359	100873359	NG_033500
RNA5SP28	RNA, 5S ribosomal pseudogene 28	RN5S28			100873360	100873360	NG_033502
RNA5SP29	RNA, 5S ribosomal pseudogene 29	RN5S29			100873361	100873361	NG_033504
RNA5SP30	RNA, 5S ribosomal pseudogene 30	RN5S30			100873362	100873362	NG_033506
RNA5SP31	RNA, 5S ribosomal pseudogene 31	RN5S31			100873363	100873363	NG_033508
RNA5SP32	RNA, 5S ribosomal pseudogene 32	RN5S32					
RNA5SP33	RNA, 5S ribosomal pseudogene 33	RN5S33			100873365	100873365	NG_033512
RNA5SP34	RNA, 5S ribosomal pseudogene 34	RN5S34			100873366	100873366	NG_033514
RNA5SP35	RNA, 5S ribosomal pseudogene 35	RN5S35			100873367	100873367	NG_011880
RNA5SP36	RNA, 5S ribosomal pseudogene 36	RN5S36			100873368	100873368	NG_033518
RNA5SP37	RNA, 5S ribosomal pseudogene 37	RN5S37			100873369	100873369	NG_033520
RNA5SP38	RNA, 5S ribosomal pseudogene 38	RN5S38			100873370	100873370	NG_033522
RNA5SP39	RNA, 5S ribosomal pseudogene 39	RN5S39			100873371	100873371	NG_033524
RNA5SP40	RNA, 5S ribosomal pseudogene 40	RN5S40			100873279	100873279	NG_033361
RNA5SP41	RNA, 5S ribosomal pseudogene 41	RN5S41			100873280	100873280	NG_033363
RNA5SP42	RNA, 5S ribosomal pseudogene 42	RN5S42			100873281	100873281	NG_053181
RNA5SP43	RNA, 5S ribosomal pseudogene 43	RN5S43			100873282	100873282	NG_033367
RNA5SP44	RNA, 5S ribosomal pseudogene 44	RN5S44			100873283	100873283	NG_033369
RNA5SP45	RNA, 5S ribosomal pseudogene 45	RN5S45			100873284	100873284	NG_033371
RNA5SP46	RNA, 5S ribosomal pseudogene 46	RN5S46			100873285	100873285	NG_033373
RNA5SP47	RNA, 5S ribosomal pseudogene 47	RN5S47			100873286	100873286	NG_033375
RNA5SP48	RNA, 5S ribosomal pseudogene 48	RN5S48			100873287	100873287	NG_033377
RNA5SP49	RNA, 5S ribosomal pseudogene 49	RN5S49			100873288	100873288	NG_033379
RNA5SP50	RNA, 5S ribosomal pseudogene 50	RN5S50			106478992	106478992	NG_044035
RNA5SP51	RNA, 5S ribosomal pseudogene 51	RN5S51			100873289	100873289	NG_053093
RNA5SP52	RNA, 5S ribosomal pseudogene 52	RN5S52			100873290	100873290	NG_033383
RNA5SP53	RNA, 5S ribosomal pseudogene 53	RN5S53			100873291	100873291	NG_033385
RNA5SP54	RNA, 5S ribosomal pseudogene 54	RN5S54			100873292	100873292	NG_033387
RNA5SP55	RNA, 5S ribosomal pseudogene 55	RN5S55			100873293	100873293	NG_033389
RNA5SP56	RNA, 5S ribosomal pseudogene 56	RN5S56			100873294	100873294	NG_033391
RNA5SP57	RNA, 5S ribosomal pseudogene 57	RN5S57, RNA5SP58, RN5S58			106480754	106480754	NG_043828
RNA5SP58	symbol withdrawn, see [HGNC:42834](/data/gene-symbol-report/#!/hgnc_id/HGNC:42834)	RN5S58					
RNA5SP59	RNA, 5S ribosomal pseudogene 59	RN5S59			106480357	106480357	NG_044719
RNA5SP60	RNA, 5S ribosomal pseudogene 60	RN5S60			100873295	100873295	NG_033393
RNA5SP61	RNA, 5S ribosomal pseudogene 61	RN5S61			100873296	100873296	NG_015979
RNA5SP62	RNA, 5S ribosomal pseudogene 62	RN5S62			100873297	100873297	NG_033397
RNA5SP63	RNA, 5S ribosomal pseudogene 63	RN5S63			100873298	100873298	NG_033399
RNA5SP64	RNA, 5S ribosomal pseudogene 64	RN5S64			100873299	100873299	NG_033401
RNA5SP65	RNA, 5S ribosomal pseudogene 65	RN5S65			100873300	100873300	NG_033403
RNA5SP66	RNA, 5S ribosomal pseudogene 66	RN5S66			100873301	100873301	NG_033405
RNA5SP67	RNA, 5S ribosomal pseudogene 67	RN5S67			100873302	100873302	NG_033407
RNA5SP68	RNA, 5S ribosomal pseudogene 68	RN5S68			100873303	100873303	NG_033409
RNA5SP69	RNA, 5S ribosomal pseudogene 69	RN5S69			100873304	100873304	NG_033411
RNA5SP70	RNA, 5S ribosomal pseudogene 70	RN5S70			106480436	106480436	NG_050616
RNA5SP71	RNA, 5S ribosomal pseudogene 71	RN5S71			100873305	100873305	NG_051596
RNA5SP72	RNA, 5S ribosomal pseudogene 72	RN5S72			100873306	100873306	NG_033415
RNA5SP73	RNA, 5S ribosomal pseudogene 73	RN5S73			100873307	100873307	NG_033417
RNA5SP74	RNA, 5S ribosomal pseudogene 74	RN5S74			100873308	100873308	NG_033419
RNA5SP75	RNA, 5S ribosomal pseudogene 75	RN5S75			100873309	100873309	NG_033421
RNA5SP76	RNA, 5S ribosomal pseudogene 76	RN5S76			100873310	100873310	NG_033423
RNA5SP77	RNA, 5S ribosomal pseudogene 77	RN5S77			100873311	100873311	NG_033425
RNA5SP78	RNA, 5S ribosomal pseudogene 78	RN5S78			100873312	100873312	NG_033427
RNA5SP79	RNA, 5S ribosomal pseudogene 79	RN5S79			100873313	100873313	NG_033429
RNA5SP80	RNA, 5S ribosomal pseudogene 80	RN5S80			100873314	100873314	NG_033431
RNA5SP81	RNA, 5S ribosomal pseudogene 81	RN5S81					
RNA5SP82	RNA, 5S ribosomal pseudogene 82	RN5S82			100873316	100873316	NG_033435
RNA5SP84	RNA, 5S ribosomal pseudogene 84	RN5S84			100873317	100873317	NG_029429
RNA5SP85	RNA, 5S ribosomal pseudogene 85	RN5S85			100873318	100873318	NG_033439
RNA5SP86	RNA, 5S ribosomal pseudogene 86	RN5S86			100873319	100873319	NG_033441
RNA5SP87	RNA, 5S ribosomal pseudogene 87	RN5S87			100873320	100873320	NG_033443
RNA5SP88	RNA, 5S ribosomal pseudogene 88	RN5S88			100873321	100873321	NG_029014
RNA5SP89	RNA, 5S ribosomal pseudogene 89	RN5S89			100873322	100873322	NG_033448
RNA5SP90	RNA, 5S ribosomal pseudogene 90	RN5S90			100873323	100873323	NG_033450
RNA5SP91	RNA, 5S ribosomal pseudogene 91	RN5S91			100873324	100873324	NG_033452
RNA5SP92	RNA, 5S ribosomal pseudogene 92	RN5S92			100873325	100873325	NG_033454
RNA5SP93	RNA, 5S ribosomal pseudogene 93	RN5S93			100873326	100873326	NG_033456
RNA5SP94	RNA, 5S ribosomal pseudogene 94	RN5S94			100873327	100873327	NG_033458
RNA5SP95	RNA, 5S ribosomal pseudogene 95	RN5S95			100873328	100873328	NG_033460
RNA5SP96	RNA, 5S ribosomal pseudogene 96	RN5S96			100873329	100873329	NG_012649
RNA5SP97	RNA, 5S ribosomal pseudogene 97	RN5S97			100873330	100873330	NG_033464
RNA5SP98	RNA, 5S ribosomal pseudogene 98	RN5S98			100873331	100873331	NG_053082
RNA5SP99	RNA, 5S ribosomal pseudogene 99	RN5S99			106478993	106478993	NG_044042
RNA5SP100	RNA, 5S ribosomal pseudogene 100	RN5S100			106480755	106480755	NG_043836
RNA5SP101	RNA, 5S ribosomal pseudogene 101	RN5S101			100873372	100873372	NG_033526
RNA5SP102	RNA, 5S ribosomal pseudogene 102	RN5S102			100873373	100873373	NG_033528
RNA5SP103	RNA, 5S ribosomal pseudogene 103	RN5S103			100873374	100873374	NG_033530
RNA5SP104	RNA, 5S ribosomal pseudogene 104	RN5S104			100873375	100873375	NG_033532
RNA5SP105	RNA, 5S ribosomal pseudogene 105	RN5S105			100873376	100873376	NG_033534
RNA5SP106	RNA, 5S ribosomal pseudogene 106	RN5S106			106478994	106478994	NG_044053
RNA5SP107	RNA, 5S ribosomal pseudogene 107	RN5S107			100873377	100873377	NG_033536
RNA5SP108	RNA, 5S ribosomal pseudogene 108	RN5S108		NG_033538	100873378	100873378	NG_033538
RNA5SP109	RNA, 5S ribosomal pseudogene 109	RN5S109			100873379	100873379	NG_033540
RNA5SP110	RNA, 5S ribosomal pseudogene 110	RN5S110			100873380	100873380	NG_033542
RNA5SP111	RNA, 5S ribosomal pseudogene 111	RN5S111			100873381	100873381	NG_033544
RNA5SP112	RNA, 5S ribosomal pseudogene 112	RN5S112			100873382	100873382	NG_033546
RNA5SP113	RNA, 5S ribosomal pseudogene 113	RN5S113			100873383	100873383	NG_033548
RNA5SP114	RNA, 5S ribosomal pseudogene 114	RN5S114			100873384	100873384	NG_033550
RNA5SP115	RNA, 5S ribosomal pseudogene 115	RN5S115			100873385	100873385	NG_033552
RNA5SP116	RNA, 5S ribosomal pseudogene 116	RN5S116			100873386	100873386	NG_033554
RNA5SP117	RNA, 5S ribosomal pseudogene 117	RN5S117			100873387	100873387	NG_033556
RNA5SP118	RNA, 5S ribosomal pseudogene 118	RN5S118			100873388	100873388	NG_033558
RNA5SP119	RNA, 5S ribosomal pseudogene 119	RN5S119			100873389	100873389	NG_033560
RNA5SP120	RNA, 5S ribosomal pseudogene 120	RN5S120			100873390	100873390	NG_033562
RNA5SP121	RNA, 5S ribosomal pseudogene 121	RN5S121			100873391	100873391	NG_033564
RNA5SP122	RNA, 5S ribosomal pseudogene 122	RN5S122			100873392	100873392	NG_033566
RNA5SP123	RNA, 5S ribosomal pseudogene 123	RN5S123			100873393	100873393	NG_011521
RNA5SP124	RNA, 5S ribosomal pseudogene 124	RN5S124			100873394	100873394	NG_033570
RNA5SP125	RNA, 5S ribosomal pseudogene 125	RN5S125			100873395	100873395	NG_029013
RNA5SP126	RNA, 5S ribosomal pseudogene 126	RN5S126			100873396	100873396	NG_033574
RNA5SP127	RNA, 5S ribosomal pseudogene 127	RN5S127			100873397	100873397	NG_033576
RNA5SP128	RNA, 5S ribosomal pseudogene 128	RN5S128			100873398	100873398	NG_033578
RNA5SP129	RNA, 5S ribosomal pseudogene 129	RN5S129			100873399	100873399	NG_033580
RNA5SP130	RNA, 5S ribosomal pseudogene 130	RN5S130			106478995	106478995	NG_013230
RNA5SP131	RNA, 5S ribosomal pseudogene 131	RN5S131			100873400	100873400	NG_034070
RNA5SP132	RNA, 5S ribosomal pseudogene 132	RN5S132			100873401	100873401	NG_033584
RNA5SP133	RNA, 5S ribosomal pseudogene 133	RN5S133			100873402	100873402	NG_033586
RNA5SP134	RNA, 5S ribosomal pseudogene 134	RN5S134			106480756	106480756	NG_045596
RNA5SP135	RNA, 5S ribosomal pseudogene 135	RN5S135			100873403	100873403	NG_033588
RNA5SP136	RNA, 5S ribosomal pseudogene 136	RN5S136			100873404	100873404	NG_033590
RNA5SP137	RNA, 5S ribosomal pseudogene 137	RN5S137			100873405	100873405	NG_033593
RNA5SP138	RNA, 5S ribosomal pseudogene 138	RN5S138			100873406	100873406	NG_033595
RNA5SP139	RNA, 5S ribosomal pseudogene 139	RN5S139			100873407	100873407	NG_033597
RNA5SP140	RNA, 5S ribosomal pseudogene 140	RN5S140			106478996	106478996	NG_044070
RNA5SP141	RNA, 5S ribosomal pseudogene 141	RN5S141			100873408	100873408	NG_032870
RNA5SP142	RNA, 5S ribosomal pseudogene 142	RN5S142			100873409	100873409	NG_033601
RNA5SP143	RNA, 5S ribosomal pseudogene 143	RN5S143			100873410	100873410	NG_033603
RNA5SP144	RNA, 5S ribosomal pseudogene 144	RN5S144			100873411	100873411	NG_033605
RNA5SP145	RNA, 5S ribosomal pseudogene 145	RN5S145			100873412	100873412	NG_033607
RNA5SP146	RNA, 5S ribosomal pseudogene 146	RN5S146			100873413	100873413	NG_033609
RNA5SP147	RNA, 5S ribosomal pseudogene 147	RN5S147			100873414	100873414	NG_033611
RNA5SP148	RNA, 5S ribosomal pseudogene 148	RN5S148			100873415	100873415	NG_033613
RNA5SP149	RNA, 5S ribosomal pseudogene 149	RN5S149			106480437	106480437	NG_043353
RNA5SP150	RNA, 5S ribosomal pseudogene 150	RN5S150			100873416	100873416	NG_033615
RNA5SP151	RNA, 5S ribosomal pseudogene 151	RN5S151			100873417	100873417	NG_033617
RNA5SP152	RNA, 5S ribosomal pseudogene 152	RN5S152			100873418	100873418	NG_033619
RNA5SP153	RNA, 5S ribosomal pseudogene 153	RN5S153			100873419	100873419	NG_033621
RNA5SP154	RNA, 5S ribosomal pseudogene 154	RN5S154			100873420	100873420	NG_033623
RNA5SP155	RNA, 5S ribosomal pseudogene 155	RN5S155			100873421	100873421	NG_027876
RNA5SP156	RNA, 5S ribosomal pseudogene 156	RN5S156			100873422	100873422	NG_033627
RNA5SP157	RNA, 5S ribosomal pseudogene 157	RN5S157			100873423	100873423	NG_033629
RNA5SP158	RNA, 5S ribosomal pseudogene 158	RN5S158			100873424	100873424	NG_033631
RNA5SP159	RNA, 5S ribosomal pseudogene 159	RN5S159			100873425	100873425	NG_021172
RNA5SP160	RNA, 5S ribosomal pseudogene 160	RN5S160			100873426	100873426	NG_013337
RNA5SP161	RNA, 5S ribosomal pseudogene 161	RN5S161			106480757	106480757	NG_043849
RNA5SP162	RNA, 5S ribosomal pseudogene 162	RN5S162			100873427	100873427	NG_033637
RNA5SP163	RNA, 5S ribosomal pseudogene 163	RN5S163			100873428	100873428	NG_012837
RNA5SP164	RNA, 5S ribosomal pseudogene 164	RN5S164			100873429	100873429	NG_033641
RNA5SP165	RNA, 5S ribosomal pseudogene 165	RN5S165			100873430	100873430	NG_033643
RNA5SP166	RNA, 5S ribosomal pseudogene 166	RN5S166			100873431	100873431	NG_033645
RNA5SP167	RNA, 5S ribosomal pseudogene 167	RN5S167			100873432	100873432	NG_033647
RNA5SP168	RNA, 5S ribosomal pseudogene 168	RN5S168			100873433	100873433	NG_032855
RNA5SP169	RNA, 5S ribosomal pseudogene 169	RN5S169			100873434	100873434	NG_033651
RNA5SP170	RNA, 5S ribosomal pseudogene 170	RN5S170			100873435	100873435	NG_033653
RNA5SP171	RNA, 5S ribosomal pseudogene 171	RN5S171			100873436	100873436	NG_033655
RNA5SP172	RNA, 5S ribosomal pseudogene 172	RN5S172			106478997	106478997	NG_045128
RNA5SP173	RNA, 5S ribosomal pseudogene 173	RN5S173			100873437	100873437	NG_033657
RNA5SP174	RNA, 5S ribosomal pseudogene 174	RN5S174			106478998	106478998	NG_045132
RNA5SP175	RNA, 5S ribosomal pseudogene 175	RN5S175			106480758	106480758	NG_045100
RNA5SP176	RNA, 5S ribosomal pseudogene 176	RN5S176			100873438	100873438	NG_033659
RNA5SP177	RNA, 5S ribosomal pseudogene 177	RN5S177			100873439	100873439	NG_033661
RNA5SP178	RNA, 5S ribosomal pseudogene 178	RN5S178			100873440	100873440	NG_033663
RNA5SP179	RNA, 5S ribosomal pseudogene 179	RN5S179			100873441	100873441	NG_033665
RNA5SP180	RNA, 5S ribosomal pseudogene 180	RN5S180			100873442	100873442	NG_033667
RNA5SP181	RNA, 5S ribosomal pseudogene 181	RN5S181			100873443	100873443	NG_033669
RNA5SP182	RNA, 5S ribosomal pseudogene 182	RN5S182			100873444	100873444	NG_033671
RNA5SP183	RNA, 5S ribosomal pseudogene 183	RN5S183			100873445	100873445	NG_033673
RNA5SP184	RNA, 5S ribosomal pseudogene 184	RN5S184			100873446	100873446	NG_033675
RNA5SP185	RNA, 5S ribosomal pseudogene 185	RN5S185			100873447	100873447	NG_033677
RNA5SP186	RNA, 5S ribosomal pseudogene 186	RN5S186			100873448	100873448	NG_033679
RNA5SP187	RNA, 5S ribosomal pseudogene 187	RN5S187			100873449	100873449	NG_033681
RNA5SP188	RNA, 5S ribosomal pseudogene 188	RN5S188			100873450	100873450	NG_033683
RNA5SP189	RNA, 5S ribosomal pseudogene 189	RN5S189			100873451	100873451	NG_033685
RNA5SP190	RNA, 5S ribosomal pseudogene 190	RN5S190			100873452	100873452	NG_033687
RNA5SP191	RNA, 5S ribosomal pseudogene 191	RN5S191			100873453	100873453	NG_033689
RNA5SP192	RNA, 5S ribosomal pseudogene 192	RN5S192			100873454	100873454	NG_033691
RNA5SP193	RNA, 5S ribosomal pseudogene 193	RN5S193			100873455	100873455	NG_033693
RNA5SP194	RNA, 5S ribosomal pseudogene 194	RN5S194			100873456	100873456	NG_033695
RNA5SP195	RNA, 5S ribosomal pseudogene 195	RN5S195			100873457	100873457	NG_033697
RNA5SP196	RNA, 5S ribosomal pseudogene 196	RN5S196		NG_033699	100873458	100873458	NG_011570
RNA5SP197	RNA, 5S ribosomal pseudogene 197	RN5S197			100873459	100873459	NG_033701
RNA5SP198	RNA, 5S ribosomal pseudogene 198	RN5S198			100873460	100873460	NG_033703
RNA5SP199	RNA, 5S ribosomal pseudogene 199	RN5S199			106480438	106480438	NG_043361
RNA5SP200	RNA, 5S ribosomal pseudogene 200	RN5S200			100873461	100873461	NG_033705
RNA5SP201	RNA, 5S ribosomal pseudogene 201	RN5S201			100873462	100873462	NG_033707
RNA5SP202	RNA, 5S ribosomal pseudogene 202	RN5S202			100873463	100873463	NG_033709
RNA5SP203	RNA, 5S ribosomal pseudogene 203	RN5S203			100873464	100873464	NG_033711
RNA5SP204	RNA, 5S ribosomal pseudogene 204	RN5S204			100873465	100873465	NG_033713
RNA5SP205	RNA, 5S ribosomal pseudogene 205	RN5S205			100873466	100873466	NG_033715
RNA5SP206	RNA, 5S ribosomal pseudogene 206	RN5S206			106478999	106478999	NG_045705
RNA5SP207	RNA, 5S ribosomal pseudogene 207	RN5S207			100873467	100873467	NG_033717
RNA5SP208	RNA, 5S ribosomal pseudogene 208	RN5S208			100873468	100873468	NG_033719
RNA5SP209	RNA, 5S ribosomal pseudogene 209	RN5S209			100873469	100873469	NG_033720
RNA5SP210	RNA, 5S ribosomal pseudogene 210	RN5S210			100873470	100873470	NG_033722
RNA5SP211	RNA, 5S ribosomal pseudogene 211	RN5S211			100873471	100873471	NG_033724
RNA5SP212	RNA, 5S ribosomal pseudogene 212	RN5S212			100873472	100873472	NG_033280
RNA5SP213	RNA, 5S ribosomal pseudogene 213	RN5S213			100873473	100873473	NG_033282
RNA5SP214	RNA, 5S ribosomal pseudogene 214	RN5S214			100873474	100873474	NG_033284
RNA5SP215	RNA, 5S ribosomal pseudogene 215	RN5S215			100873475	100873475	NG_033286
RNA5SP216	RNA, 5S ribosomal pseudogene 216	RN5S216			100873476	100873476	NG_033288
RNA5SP217	RNA, 5S ribosomal pseudogene 217	RN5S217			100873477	100873477	NG_033290
RNA5SP218	RNA, 5S ribosomal pseudogene 218	RN5S218			100873478	100873478	NG_033292
RNA5SP219	RNA, 5S ribosomal pseudogene 219	RN5S219			100873479	100873479	NG_033294
RNA5SP220	RNA, 5S ribosomal pseudogene 220	RN5S220			100873480	100873480	NG_033296
RNA5SP221	RNA, 5S ribosomal pseudogene 221	RN5S221			106480759	106480759	NG_045611
RNA5SP222	RNA, 5S ribosomal pseudogene 222	RN5S222			100873481	100873481	NG_033298
RNA5SP223	RNA, 5S ribosomal pseudogene 223	RN5S223			100873482	100873482	NG_012855
RNA5SP224	RNA, 5S ribosomal pseudogene 224	RN5S224			100873483	100873483	NG_033302
RNA5SP225	RNA, 5S ribosomal pseudogene 225	RN5S225			100873484	100873484	NG_033304
RNA5SP226	RNA, 5S ribosomal pseudogene 226	RN5S226			106479000	106479000	NG_044106
RNA5SP227	RNA, 5S ribosomal pseudogene 227	RN5S227			100873485	100873485	NG_033305
RNA5SP228	RNA, 5S ribosomal pseudogene 228	RN5S228			100873486	100873486	NG_033306
RNA5SP229	RNA, 5S ribosomal pseudogene 229	RN5S229			100873487	100873487	NG_033307
RNA5SP230	RNA, 5S ribosomal pseudogene 230	RN5S230			100873488	100873488	NG_033308
RNA5SP231	RNA, 5S ribosomal pseudogene 231	RN5S231			100873489	100873489	NG_033309
RNA5SP232	RNA, 5S ribosomal pseudogene 232	RN5S232			100873490	100873490	NG_033310
RNA5SP233	RNA, 5S ribosomal pseudogene 233	RN5S233			100873491	100873491	NG_027954
RNA5SP234	RNA, 5S ribosomal pseudogene 234	RN5S234			100873492	100873492	NG_033312
RNA5SP235	RNA, 5S ribosomal pseudogene 235	RN5S235			100873493	100873493	NG_033313
RNA5SP236	RNA, 5S ribosomal pseudogene 236	RN5S236			100873494	100873494	NG_033314
RNA5SP237	RNA, 5S ribosomal pseudogene 237	RN5S237			100873495	100873495	NG_033315
RNA5SP238	RNA, 5S ribosomal pseudogene 238	RN5S238			100873496	100873496	NG_007491
RNA5SP239	RNA, 5S ribosomal pseudogene 239	RN5S239			100873497	100873497	NG_033317
RNA5SP240	RNA, 5S ribosomal pseudogene 240	RN5S240			100873498	100873498	NG_033318
RNA5SP241	RNA, 5S ribosomal pseudogene 241	RN5S241			100873499	100873499	NG_033319
RNA5SP242	RNA, 5S ribosomal pseudogene 242	RN5S242			100873500	100873500	NG_034049
RNA5SP243	RNA, 5S ribosomal pseudogene 243	RN5S243			106479001	106479001	NG_034049
RNA5SP244	RNA, 5S ribosomal pseudogene 244	RN5S244		NR_048572	100885864	100885864	NR_048572
RNA5SP245	RNA, 5S ribosomal pseudogene 245	RN5S245			100873501	100873501	NG_033321
RNA5SP246	RNA, 5S ribosomal pseudogene 246	RN5S246			100873502	100873502	NG_033322
RNA5SP247	RNA, 5S ribosomal pseudogene 247	RN5S247			100873503	100873503	NG_033323
RNA5SP248	RNA, 5S ribosomal pseudogene 248	RN5S248			100873504	100873504	NG_033324
RNA5SP249	RNA, 5S ribosomal pseudogene 249	RN5S249			100873505	100873505	NG_033325
RNA5SP250	RNA, 5S ribosomal pseudogene 250	RN5S250			100873506	100873506	NG_033326
RNA5SP251	RNA, 5S ribosomal pseudogene 251	RN5S251			100873507	100873507	NG_033327
RNA5SP252	RNA, 5S ribosomal pseudogene 252	RN5S252			100873508	100873508	NG_033328
RNA5SP253	RNA, 5S ribosomal pseudogene 253	RN5S253			106480760	106480760	NG_043867
RNA5SP254	RNA, 5S ribosomal pseudogene 254	RN5S254			106481793	106481793	NG_043930
RNA5SP255	RNA, 5S ribosomal pseudogene 255	RN5S255			100873509	100873509	NG_015998
RNA5SP256	RNA, 5S ribosomal pseudogene 256	RN5S256			100873510	100873510	NG_033330
RNA5SP257	RNA, 5S ribosomal pseudogene 257	RN5S257		NG_033331	100873511	100873511	NG_033331
RNA5SP258	RNA, 5S ribosomal pseudogene 258	RN5S258			100873512	100873512	NG_033332
RNA5SP259	RNA, 5S ribosomal pseudogene 259	RN5S259			100873513	100873513	NG_033333
RNA5SP260	RNA, 5S ribosomal pseudogene 260	RN5S260			100873514	100873514	NG_033334
RNA5SP261	RNA, 5S ribosomal pseudogene 261	RN5S261			100873515	100873515	NG_033335
RNA5SP262	RNA, 5S ribosomal pseudogene 262	RN5S262			100873516	100873516	NG_012005
RNA5SP263	RNA, 5S ribosomal pseudogene 263	RN5S263			106479002	106479002	NG_012005
RNA5SP264	RNA, 5S ribosomal pseudogene 264	RN5S264			100873517	100873517	NG_033337
RNA5SP265	RNA, 5S ribosomal pseudogene 265	RN5S265			100873518	100873518	NG_033338
RNA5SP266	RNA, 5S ribosomal pseudogene 266	RN5S266			100873519	100873519	NG_033339
RNA5SP267	RNA, 5S ribosomal pseudogene 267	RN5S267			100873520	100873520	NG_033340
RNA5SP268	RNA, 5S ribosomal pseudogene 268	RN5S268			100873521	100873521	NG_033341
RNA5SP269	RNA, 5S ribosomal pseudogene 269	RN5S269			100873522	100873522	NG_033342
RNA5SP270	RNA, 5S ribosomal pseudogene 270	RN5S270			100873523	100873523	NG_033343
RNA5SP271	RNA, 5S ribosomal pseudogene 271	RN5S271			100873524	100873524	NG_033344
RNA5SP272	RNA, 5S ribosomal pseudogene 272	RN5S272			100873525	100873525	NG_033345
RNA5SP273	RNA, 5S ribosomal pseudogene 273	RN5S273			100873526	100873526	NG_033346
RNA5SP274	RNA, 5S ribosomal pseudogene 274	RN5S274			100873527	100873527	NG_033347
RNA5SP275	RNA, 5S ribosomal pseudogene 275	RN5S275			100873528	100873528	NG_033348
RNA5SP276	RNA, 5S ribosomal pseudogene 276	RN5S276			100873529	100873529	NG_033350
RNA5SP277	RNA, 5S ribosomal pseudogene 277	RN5S277			100873530	100873530	NG_033352
RNA5SP278	RNA, 5S ribosomal pseudogene 278	RN5S278			100873531	100873531	NG_033354
